date,developer,commits,bugs,total_commits,total_bugs,hr
200507,curtis119,2398,1,2398,1,developer
200508,curtis119,52,2,2450,3,developer
200509,curtis119,1,,2451,3,developer
200510,curtis119,859,,3310,3,developer
200511,curtis119,789,,4099,3,developer
200512,curtis119,901,,5000,3,developer
200601,curtis119,9,,5009,3,developer
200602,curtis119,1,1,5010,4,developer
200603,curtis119,969,2,5979,6,developer
200604,curtis119,798,19,6777,25,developer
200605,curtis119,42,1,6819,26,developer
200606,curtis119,,1,6819,27,developer
200607,curtis119,46,4,6865,31,developer
200608,curtis119,4,2,6869,33,developer
200609,curtis119,5,1,6874,34,retired
200406,chriswhite,,11,0,11,recruit
200407,chriswhite,253,39,253,50,developer
200408,chriswhite,317,45,570,95,developer
200409,chriswhite,114,14,684,109,developer
200410,chriswhite,246,37,930,146,developer
200411,chriswhite,233,50,1163,196,developer
200412,chriswhite,215,28,1378,224,developer
200501,chriswhite,282,55,1660,279,developer
200502,chriswhite,101,34,1761,313,developer
200503,chriswhite,338,95,2099,408,developer
200504,chriswhite,24,6,2123,414,developer
200505,chriswhite,21,3,2144,417,developer
200506,chriswhite,47,8,2191,425,developer
200507,chriswhite,69,3,2260,428,developer
200508,chriswhite,59,6,2319,434,developer
200509,chriswhite,92,18,2411,452,developer
200510,chriswhite,194,7,2605,459,developer
200511,chriswhite,445,19,3050,478,developer
200512,chriswhite,1265,8,4315,486,developer
200601,chriswhite,210,22,4525,508,developer
200602,chriswhite,83,4,4608,512,developer
200603,chriswhite,420,10,5028,522,developer
200604,chriswhite,53,6,5081,528,developer
200605,chriswhite,53,16,5134,544,developer
200606,chriswhite,3,1,5137,545,developer
200607,chriswhite,38,1,5175,546,developer
200608,chriswhite,185,36,5360,582,developer
200609,chriswhite,12,2,5372,584,developer
200610,chriswhite,83,5,5455,589,developer
200611,chriswhite,,,5455,589,retired
200702,chriswhite,,1,5455,590,retired
200712,chriswhite,,1,5455,591,retired
200803,chriswhite,,1,5455,592,retired
200901,chriswhite,,1,5455,593,retired
200504,r2d2,,1,0,1,developer
200505,r2d2,,1,0,2,developer
200506,r2d2,,3,0,5,developer
200507,r2d2,,1,0,6,developer
200508,r2d2,,2,0,8,developer
200512,r2d2,,1,0,9,developer
200601,r2d2,,1,0,10,developer
200605,r2d2,,,0,10,retired
200402,jmaynard,,1,0,1,recruit
200403,jmaynard,27,1,27,2,developer
200406,jmaynard,7,,34,2,developer
200511,jmaynard,,,34,2,retired
200406,killsoft,63,1,63,1,developer
200407,killsoft,19,,82,1,developer
200408,killsoft,46,,128,1,developer
200410,killsoft,10,1,138,2,developer
200412,killsoft,37,,175,2,developer
200501,killsoft,7,,182,2,developer
200502,killsoft,40,1,222,3,developer
200503,killsoft,42,1,264,4,developer
200507,killsoft,11,,275,4,developer
200508,killsoft,56,3,331,7,developer
200509,killsoft,,1,331,8,developer
200510,killsoft,,,331,8,retired
200609,killsoft,,1,331,9,retired
200405,hansmi,6,,6,0,developer
200406,hansmi,101,14,107,14,developer
200407,hansmi,169,7,276,21,developer
200408,hansmi,58,1,334,22,developer
200409,hansmi,36,5,370,27,developer
200410,hansmi,125,7,495,34,developer
200411,hansmi,48,6,543,40,developer
200412,hansmi,144,17,687,57,developer
200501,hansmi,319,23,1006,80,developer
200502,hansmi,340,16,1346,96,developer
200503,hansmi,531,8,1877,104,developer
200504,hansmi,2442,3,4319,107,developer
200505,hansmi,862,3,5181,110,developer
200506,hansmi,1200,6,6381,116,developer
200507,hansmi,113,2,6494,118,developer
200508,hansmi,1284,17,7778,135,developer
200509,hansmi,935,12,8713,147,developer
200510,hansmi,538,3,9251,150,developer
200511,hansmi,424,8,9675,158,developer
200512,hansmi,433,2,10108,160,developer
200601,hansmi,1070,3,11178,163,developer
200602,hansmi,380,2,11558,165,developer
200603,hansmi,536,4,12094,169,developer
200604,hansmi,234,2,12328,171,developer
200605,hansmi,291,,12619,171,developer
200606,hansmi,95,4,12714,175,developer
200607,hansmi,147,1,12861,176,developer
200608,hansmi,176,5,13037,181,developer
200609,hansmi,197,6,13234,187,developer
200610,hansmi,73,6,13307,193,developer
200611,hansmi,47,3,13354,196,developer
200612,hansmi,78,,13432,196,developer
200701,hansmi,52,10,13484,206,developer
200702,hansmi,16,2,13500,208,developer
200703,hansmi,16,2,13516,210,developer
200704,hansmi,143,5,13659,215,developer
200705,hansmi,94,3,13753,218,developer
200707,hansmi,38,4,13791,222,developer
200708,hansmi,33,1,13824,223,developer
200709,hansmi,48,4,13872,227,developer
200710,hansmi,50,2,13922,229,developer
200711,hansmi,44,3,13966,232,developer
200712,hansmi,6,3,13972,235,developer
200801,hansmi,34,1,14006,236,retired
200802,hansmi,,1,14006,237,retired
200902,hansmi,,1,14006,238,retired
200309,roger55,,1,0,1,recruit
200404,roger55,,2,0,3,developer
200407,roger55,,1,0,4,developer
200408,roger55,,1,0,5,developer
200409,roger55,,2,0,7,developer
200411,roger55,,3,0,10,developer
200510,roger55,,1,0,11,developer
200511,roger55,,1,0,12,developer
200608,roger55,,,0,12,retired
200405,krispykringle,,1,0,1,developer
200406,krispykringle,,2,0,3,developer
200407,krispykringle,,1,0,4,developer
200408,krispykringle,,1,0,5,developer
200409,krispykringle,2,3,2,8,developer
200410,krispykringle,1,,3,8,developer
200501,krispykringle,3,4,6,12,developer
200504,krispykringle,,,6,12,retired
200206,cardoe,2,,2,0,developer
200207,cardoe,92,16,94,16,developer
200208,cardoe,49,11,143,27,developer
200209,cardoe,11,10,154,37,developer
200211,cardoe,,1,154,38,developer
200212,cardoe,,3,154,41,developer
200404,cardoe,,1,154,42,developer
200407,cardoe,,1,154,43,developer
200408,cardoe,125,24,279,67,developer
200409,cardoe,108,28,387,95,developer
200410,cardoe,58,13,445,108,developer
200411,cardoe,8,3,453,111,developer
200412,cardoe,32,13,485,124,developer
200501,cardoe,244,14,729,138,developer
200502,cardoe,135,13,864,151,developer
200503,cardoe,72,13,936,164,developer
200504,cardoe,7,3,943,167,developer
200505,cardoe,270,57,1213,224,developer
200506,cardoe,220,16,1433,240,developer
200507,cardoe,8,,1441,240,developer
200508,cardoe,176,18,1617,258,developer
200509,cardoe,163,12,1780,270,developer
200510,cardoe,153,10,1933,280,developer
200511,cardoe,13,7,1946,287,developer
200512,cardoe,260,46,2206,333,developer
200601,cardoe,162,14,2368,347,developer
200602,cardoe,235,22,2603,369,developer
200603,cardoe,93,25,2696,394,developer
200604,cardoe,18,4,2714,398,developer
200605,cardoe,86,22,2800,420,developer
200606,cardoe,248,13,3048,433,developer
200607,cardoe,112,10,3160,443,developer
200608,cardoe,163,5,3323,448,developer
200609,cardoe,362,35,3685,483,developer
200610,cardoe,234,39,3919,522,developer
200611,cardoe,174,27,4093,549,developer
200612,cardoe,212,20,4305,569,developer
200701,cardoe,106,9,4411,578,developer
200702,cardoe,125,19,4536,597,developer
200703,cardoe,136,9,4672,606,developer
200704,cardoe,499,30,5171,636,developer
200705,cardoe,151,10,5322,646,developer
200706,cardoe,267,24,5589,670,developer
200707,cardoe,132,33,5721,703,developer
200708,cardoe,442,25,6163,728,developer
200709,cardoe,135,8,6298,736,developer
200710,cardoe,221,8,6519,744,developer
200711,cardoe,69,4,6588,748,developer
200712,cardoe,306,17,6894,765,developer
200801,cardoe,336,14,7230,779,developer
200802,cardoe,163,29,7393,808,developer
200803,cardoe,344,30,7737,838,developer
200804,cardoe,284,24,8021,862,developer
200805,cardoe,70,15,8091,877,developer
200806,cardoe,145,29,8236,906,developer
200807,cardoe,306,17,8542,923,developer
200808,cardoe,848,12,9390,935,developer
200809,cardoe,61,11,9451,946,developer
200810,cardoe,167,37,9618,983,developer
200811,cardoe,56,5,9674,988,developer
200812,cardoe,210,50,9884,1038,developer
200901,cardoe,65,5,9949,1043,developer
200902,cardoe,24,19,9973,1062,developer
200903,cardoe,42,6,10015,1068,developer
200904,cardoe,36,2,10051,1070,developer
200905,cardoe,56,19,10107,1089,developer
200906,cardoe,103,11,10210,1100,developer
200907,cardoe,110,5,10320,1105,developer
200908,cardoe,26,44,10346,1149,developer
200910,cardoe,118,10,10464,1159,developer
200911,cardoe,379,54,10843,1213,developer
200912,cardoe,66,4,10909,1217,developer
201001,cardoe,86,12,10995,1229,developer
201002,cardoe,65,12,11060,1241,developer
201003,cardoe,65,10,11125,1251,developer
201004,cardoe,22,15,11147,1266,developer
201005,cardoe,36,12,11183,1278,developer
201006,cardoe,100,22,11283,1300,developer
201007,cardoe,156,21,11439,1321,developer
201008,cardoe,120,6,11559,1327,developer
201009,cardoe,36,5,11595,1332,developer
201010,cardoe,15,5,11610,1337,developer
201011,cardoe,17,2,11627,1339,developer
201012,cardoe,4,1,11631,1340,developer
201101,cardoe,63,2,11694,1342,developer
201102,cardoe,61,10,11755,1352,developer
201103,cardoe,,1,11755,1353,developer
201104,cardoe,4,,11759,1353,developer
201105,cardoe,40,16,11799,1369,developer
201106,cardoe,61,5,11860,1374,developer
201107,cardoe,193,12,12053,1386,developer
201108,cardoe,69,5,12122,1391,developer
201109,cardoe,28,16,12150,1407,developer
201110,cardoe,58,17,12208,1424,developer
201111,cardoe,30,6,12238,1430,developer
201112,cardoe,3,,12241,1430,developer
201201,cardoe,121,22,12362,1452,developer
201202,cardoe,102,13,12464,1465,developer
201203,cardoe,124,32,12588,1497,developer
201204,cardoe,49,3,12637,1500,developer
201205,cardoe,50,7,12687,1507,developer
201206,cardoe,161,37,12848,1544,developer
201207,cardoe,422,107,13270,1651,developer
201208,cardoe,180,43,13450,1694,developer
201209,cardoe,68,20,13518,1714,developer
201210,cardoe,254,47,13772,1761,developer
201211,cardoe,110,14,13882,1775,developer
201212,cardoe,38,23,13920,1798,developer
201301,cardoe,231,29,14151,1827,developer
201302,cardoe,145,24,14296,1851,developer
201303,cardoe,118,7,14414,1858,developer
201304,cardoe,3,3,14417,1861,developer
201305,cardoe,105,11,14522,1872,developer
201306,cardoe,132,25,14654,1897,developer
201307,cardoe,101,13,14755,1910,developer
201308,cardoe,159,23,14914,1933,developer
201309,cardoe,63,9,14977,1942,developer
201310,cardoe,29,2,15006,1944,developer
201311,cardoe,18,3,15024,1947,developer
201312,cardoe,39,1,15063,1948,developer
201401,cardoe,34,1,15097,1949,developer
200309,wschlich,1,,1,0,developer
200310,wschlich,27,4,28,4,developer
200311,wschlich,10,,38,4,developer
200312,wschlich,14,,52,4,developer
200401,wschlich,12,1,64,5,developer
200402,wschlich,16,,80,5,developer
200403,wschlich,5,,85,5,developer
200405,wschlich,17,1,102,6,developer
200406,wschlich,21,,123,6,developer
200407,wschlich,6,,129,6,developer
200408,wschlich,12,,141,6,developer
200409,wschlich,9,,150,6,developer
200410,wschlich,21,1,171,7,developer
200411,wschlich,28,,199,7,developer
200412,wschlich,13,2,212,9,developer
200501,wschlich,96,3,308,12,developer
200502,wschlich,11,,319,12,developer
200503,wschlich,67,5,386,17,developer
200504,wschlich,6,1,392,18,developer
200505,wschlich,5,,397,18,developer
200506,wschlich,6,,403,18,developer
200507,wschlich,40,2,443,20,developer
200508,wschlich,38,3,481,23,developer
200509,wschlich,90,6,571,29,developer
200510,wschlich,,2,571,31,developer
200511,wschlich,31,2,602,33,developer
200512,wschlich,11,3,613,36,developer
200601,wschlich,38,9,651,45,developer
200602,wschlich,21,,672,45,developer
200605,wschlich,10,2,682,47,developer
200606,wschlich,60,18,742,65,developer
200607,wschlich,21,2,763,67,developer
200608,wschlich,17,1,780,68,developer
200609,wschlich,22,3,802,71,developer
200610,wschlich,40,1,842,72,developer
200611,wschlich,8,,850,72,developer
200612,wschlich,52,3,902,75,developer
200701,wschlich,21,5,923,80,developer
200702,wschlich,101,12,1024,92,developer
200703,wschlich,45,5,1069,97,developer
200704,wschlich,42,4,1111,101,developer
200705,wschlich,14,,1125,101,developer
200706,wschlich,53,4,1178,105,developer
200707,wschlich,17,1,1195,106,developer
200708,wschlich,31,,1226,106,developer
200709,wschlich,28,,1254,106,developer
200710,wschlich,77,8,1331,114,developer
200711,wschlich,48,5,1379,119,developer
200712,wschlich,125,2,1504,121,developer
200801,wschlich,82,1,1586,122,developer
200802,wschlich,110,4,1696,126,developer
200803,wschlich,198,15,1894,141,developer
200804,wschlich,67,2,1961,143,developer
200805,wschlich,38,7,1999,150,developer
200806,wschlich,77,2,2076,152,developer
200807,wschlich,143,5,2219,157,developer
200808,wschlich,10,2,2229,159,developer
200809,wschlich,9,4,2238,163,developer
200810,wschlich,37,,2275,163,developer
200811,wschlich,68,10,2343,173,developer
200812,wschlich,8,1,2351,174,developer
200901,wschlich,47,,2398,174,developer
200902,wschlich,52,,2450,174,developer
200903,wschlich,24,,2474,174,developer
200904,wschlich,4,,2478,174,developer
200905,wschlich,27,6,2505,180,developer
200906,wschlich,21,2,2526,182,developer
200907,wschlich,16,3,2542,185,developer
200908,wschlich,,1,2542,186,developer
200909,wschlich,23,14,2565,200,developer
200910,wschlich,2,,2567,200,developer
200911,wschlich,82,20,2649,220,developer
200912,wschlich,9,1,2658,221,developer
201001,wschlich,,3,2658,224,developer
201002,wschlich,3,,2661,224,developer
201003,wschlich,13,4,2674,228,developer
201005,wschlich,44,7,2718,235,developer
201006,wschlich,,2,2718,237,developer
201007,wschlich,10,,2728,237,developer
201009,wschlich,4,,2732,237,developer
201011,wschlich,,2,2732,239,developer
201108,wschlich,3,,2735,239,developer
201202,wschlich,4,,2739,239,developer
201203,wschlich,27,5,2766,244,developer
201205,wschlich,3,,2769,244,developer
201207,wschlich,10,1,2779,245,developer
201212,wschlich,21,1,2800,246,developer
201301,wschlich,14,1,2814,247,developer
201302,wschlich,4,,2818,247,developer
201303,wschlich,61,,2879,247,developer
201304,wschlich,21,2,2900,249,developer
201308,wschlich,27,2,2927,251,developer
201309,wschlich,4,,2931,251,developer
201310,wschlich,4,,2935,251,developer
201402,wschlich,13,1,2948,252,developer
201403,wschlich,22,,2970,252,developer
201404,wschlich,3,,2973,252,developer
200404,genstef,,1,0,1,recruit
200407,genstef,,2,0,3,recruit
200408,genstef,,1,0,4,recruit
200411,genstef,169,31,169,35,developer
200412,genstef,83,21,252,56,developer
200501,genstef,282,44,534,100,developer
200502,genstef,207,26,741,126,developer
200503,genstef,258,25,999,151,developer
200504,genstef,190,22,1189,173,developer
200505,genstef,191,22,1380,195,developer
200506,genstef,153,16,1533,211,developer
200507,genstef,80,15,1613,226,developer
200508,genstef,118,18,1731,244,developer
200509,genstef,55,9,1786,253,developer
200510,genstef,80,12,1866,265,developer
200511,genstef,144,16,2010,281,developer
200512,genstef,82,24,2092,305,developer
200601,genstef,370,82,2462,387,developer
200602,genstef,290,35,2752,422,developer
200603,genstef,387,23,3139,445,developer
200604,genstef,413,54,3552,499,developer
200605,genstef,507,41,4059,540,developer
200606,genstef,772,107,4831,647,developer
200607,genstef,438,68,5269,715,developer
200608,genstef,394,97,5663,812,developer
200609,genstef,488,66,6151,878,developer
200610,genstef,599,66,6750,944,developer
200611,genstef,420,72,7170,1016,developer
200612,genstef,227,36,7397,1052,developer
200701,genstef,49,9,7446,1061,developer
200702,genstef,562,45,8008,1106,developer
200703,genstef,461,48,8469,1154,developer
200704,genstef,632,82,9101,1236,developer
200705,genstef,469,66,9570,1302,developer
200706,genstef,143,17,9713,1319,developer
200707,genstef,191,24,9904,1343,developer
200708,genstef,117,19,10021,1362,developer
200709,genstef,84,12,10105,1374,developer
200710,genstef,235,34,10340,1408,developer
200711,genstef,163,22,10503,1430,developer
200712,genstef,66,6,10569,1436,developer
200801,genstef,54,12,10623,1448,developer
200802,genstef,8,3,10631,1451,developer
200803,genstef,80,30,10711,1481,developer
200804,genstef,98,17,10809,1498,developer
200805,genstef,12,,10821,1498,developer
200806,genstef,11,,10832,1498,developer
200807,genstef,3,1,10835,1499,developer
200808,genstef,3,1,10838,1500,developer
200809,genstef,22,,10860,1500,developer
200810,genstef,1,1,10861,1501,developer
200901,genstef,6,2,10867,1503,developer
200903,genstef,7,2,10874,1505,developer
200908,genstef,,1,10874,1506,developer
200909,genstef,,1,10874,1507,developer
200910,genstef,,1,10874,1508,developer
201007,genstef,,,10874,1508,retired
201011,genstef,,1,10874,1509,retired
201104,genstef,,1,10874,1510,retired
201106,genstef,,1,10874,1511,retired
201107,genstef,,1,10874,1512,retired
200210,wwoods,6,,6,0,developer
200211,wwoods,18,,24,0,developer
200212,wwoods,20,,44,0,developer
200301,wwoods,12,,56,0,developer
200302,wwoods,50,,106,0,developer
200303,wwoods,22,1,128,1,developer
200304,wwoods,6,,134,1,developer
200305,wwoods,20,,154,1,developer
200306,wwoods,109,1,263,2,developer
200307,wwoods,49,,312,2,developer
200308,wwoods,53,1,365,3,developer
200311,wwoods,28,1,393,4,developer
200404,wwoods,6,,399,4,developer
200405,wwoods,5,,404,4,developer
200407,wwoods,,,404,4,retired
200402,horton,,,0,0,developer
200412,horton,,2,0,2,developer
200511,horton,,,0,2,retired
200212,hillster,,4,0,4,recruit
200309,hillster,,2,0,6,recruit
200310,hillster,162,16,162,22,developer
200311,hillster,11,1,173,23,developer
200312,hillster,7,,180,23,developer
200401,hillster,4,,184,23,developer
200403,hillster,10,,194,23,developer
200404,hillster,5,,199,23,developer
200408,hillster,10,,209,23,developer
200410,hillster,,1,209,24,developer
200502,hillster,8,,217,24,developer
200504,hillster,7,,224,24,retired
200406,pclouds,26,4,26,4,developer
200407,pclouds,64,5,90,9,developer
200408,pclouds,3,1,93,10,developer
200409,pclouds,9,,102,10,developer
200410,pclouds,5,,107,10,developer
200411,pclouds,103,3,210,13,developer
200412,pclouds,4,2,214,15,developer
